region,date,mean,median,lower_90,upper_90,lower_50,upper_50
Hungary,2020-07-22,1.1664351809373008,1.1413304662632933,0.6864651024790849,1.735735364926962,0.9750130603754381,1.2981883058208956
Hungary,2020-07-23,1.1560782582010436,1.1266203964112589,0.6765034841364795,1.6974884230197,0.9524206198322627,1.2827427060079537
Hungary,2020-07-24,1.1577910039003478,1.1367973488596728,0.7121139312860522,1.6828631780895438,0.9427727141188704,1.255191198845915
Hungary,2020-07-25,1.1593178505031234,1.1301711129423848,0.7242185995460606,1.711740809838722,0.9825431853959314,1.2888485231421623
Hungary,2020-07-26,1.157198437201429,1.1422876784422145,0.7391883740901702,1.7342416073965212,0.997751638489179,1.3105457840159502
Hungary,2020-07-27,1.187689199584115,1.1574190472782804,0.7691150791729894,1.7101226313742068,0.9749998950484245,1.286210195416186
Hungary,2020-07-28,1.2123373488226157,1.177781444821218,0.7464958621584388,1.7580477445736213,1.0356392324548869,1.3579146622007936
Hungary,2020-07-29,1.2386139075056979,1.1947266546184339,0.8192346016810464,1.7878954701774408,1.001576699139766,1.3228649774782848
Hungary,2020-07-30,1.2647657075253134,1.2141247719700625,0.8230417827270098,1.7726607595789936,1.0406591128340286,1.3585947871318085
Hungary,2020-07-31,1.263472288215963,1.2044635121190588,0.7526650289013246,1.7647877576278934,1.0285669826815806,1.3475553674330254
Hungary,2020-08-01,1.2620771289668733,1.2103985708231921,0.7763806061608275,1.7390229092177858,1.0371668250618113,1.3579569840725747
Hungary,2020-08-02,1.2563365785051612,1.2117781955329607,0.8382626108920331,1.7593460495237787,1.0129680749439507,1.3124178740615804
Hungary,2020-08-03,1.2813831474051456,1.231064739425506,0.8455638795172118,1.782276341620078,1.0281197928268497,1.3512814170782332
Hungary,2020-08-04,1.2965735369167817,1.2404583507703602,0.8622066425771822,1.7622066707264035,1.0342035020473264,1.3576291570686057
Hungary,2020-08-05,1.3036001465875517,1.2577839300052414,0.8513173377116827,1.811447754711221,1.046836018697836,1.3674941142226973
Hungary,2020-08-06,1.311957168757616,1.2663842154862128,0.877544553020687,1.7886182473707852,1.0301669527814177,1.3537703913711758
Hungary,2020-08-07,1.2906790727941386,1.2468262923055264,0.9008282405695854,1.7325017249356214,1.0487130199243646,1.3685665344927447
Hungary,2020-08-08,1.2852869072996478,1.2441770154169478,0.9301453621758727,1.739027265650547,1.048137981974762,1.3462233588800623
Hungary,2020-08-09,1.2749829533983545,1.2400461336302462,0.9001693865448699,1.685914656801545,1.0346612158497364,1.3050264878624553
Hungary,2020-08-10,1.2601126564034366,1.2174117443938406,0.85973591259464,1.6334161355856573,1.0378355820901521,1.3173888380967054
Hungary,2020-08-11,1.2542469838866936,1.2106592184224927,0.8688021366521815,1.6468848508849054,1.0076931244762743,1.2896884758510982
Hungary,2020-08-12,1.295841227111982,1.255170883369151,0.9163404604671466,1.653680338371598,1.0428010096974392,1.3169866572893432
Hungary,2020-08-13,1.319653671015611,1.2698285531363205,0.9669881939273013,1.7094880340098522,1.0926209420926232,1.3626974618339238
Hungary,2020-08-14,1.311596058221722,1.263377734232447,0.961489003159802,1.7638318138278557,1.0731495071208836,1.3605388493212833
Hungary,2020-08-15,1.3139860744884424,1.2723439883168415,0.949078089033795,1.7286912007360522,1.0717369516090334,1.348661036304617
Hungary,2020-08-16,1.3552307372203014,1.3210230391795692,1.0221814490706453,1.7452834531770929,1.1297098838350057,1.418776072818799
Hungary,2020-08-17,1.3630269595887972,1.3237822440755416,0.9903111398345188,1.772575415495747,1.1358067560591043,1.4257444151942362
Hungary,2020-08-18,1.3869459281748295,1.3309551951850631,0.9963568577684444,1.7470632136125588,1.143603135667638,1.4114855210054584
Hungary,2020-08-19,1.4221414981736338,1.3607493630221252,1.0231146420193105,1.8310411795895982,1.1532215361143823,1.4397715949307062
Hungary,2020-08-20,1.444939681716524,1.3810294790559041,1.0741248701003183,1.8552177004471926,1.1303310316530337,1.420781314953755
Hungary,2020-08-21,1.4484181164862506,1.3978649150780806,1.0754206550381116,1.8302589767715212,1.1679626037877224,1.4689640318260957
Hungary,2020-08-22,1.4388833534838308,1.3786375021996338,1.0250113409523762,1.8059785321469657,1.2230300872369146,1.5175085139234619
Hungary,2020-08-23,1.4576824519479976,1.4013764819968402,1.0802045316327398,1.8591791468961925,1.219907859852621,1.5230020361415155
Hungary,2020-08-24,1.4765486965827221,1.4279672689364071,1.104327758900599,1.8591315051567414,1.203957013750593,1.5157420416836
Hungary,2020-08-25,1.4686944889969125,1.4168069404032742,1.0651613161864775,1.8231729491800819,1.1766328356331095,1.4728478187764324
Hungary,2020-08-26,1.4928332312753367,1.4433970740379896,1.1243838933686559,1.8752389190668204,1.2448272036460444,1.5411197889380204
Hungary,2020-08-27,1.4559993345461186,1.411569260996105,1.1143470921577447,1.7811566387651325,1.227710755817995,1.4971106805249574
Hungary,2020-08-28,1.445223747583656,1.3993069027285525,1.1115456559190737,1.7869088056123938,1.2049618432817775,1.4738327620555034
Hungary,2020-08-29,1.4107697159938672,1.364677671720881,1.0773649696219738,1.7530420584986999,1.1909854415464285,1.4487704120601967
Hungary,2020-08-30,1.4030553080858505,1.3583329171498195,1.0557958956433624,1.7179936756796204,1.2100843017103085,1.4624222344359312
Hungary,2020-08-31,1.236000648716147,1.2075133531055404,0.994303264484551,1.5324279954055902,1.066446006373217,1.2621790074457446
Hungary,2020-09-01,1.258463805074186,1.2250354169588067,0.9921445780908721,1.52658554101958,1.1093621270764242,1.3074268259537614
